adjustment_ratio,adjustment_type,ann_type,avg_price_1d,avg_price_20d,bond_code,bond_name,delisting_date,doc_id,effective_date,evidence_page,evidence_text,last_convert_date,new_conv_price,notes,original_conv_price,premium_rate,pricing_base_date,publish_date,record_date,redemption_price,redemption_trigger,stock_code,stock_name,trigger_rule
55.87,主动下修,下修类公告,,,127046,百润转债,,aec354448d3c70a4,2026-03-19,4,自2026年3月23日起至2026年4月3日，上海百润投资控股集团股份有限公司（以下简称“公司”）股票已有10个交易日的收盘价格低于当期转股价格的85%，预计后续可能触发“百润转债”转股价格向下修正条件。若触发转股价格修正条件，公司将按照深交所相关规定及募集说明书的约定及时履行后续审议程序和信息披露义务。,,20.63,,46.68,,,2026-04-04,,,,002568,百润股份,连续30个交易日中有15个交易日收盘价低于转股价的85%
,,强赎类公告,,,148099,22万科07,2025-10-31,aefc63b59c8c559a,,"1,6",证券代码：000002、299903、148099...证券简称：万科A、万科H代、22万科07...公告编号：〈万〉2025-130...二〇二五年十月十三日,,,,,,,2025-10-13,2025-10-30,103.45,,000002,万科A,
,,强赎类公告,,,149975,22万科05转债,2025-07-08,af6a66f9e558c627,,1,中国，深圳，2025年6月23日,,,,,,,2025-06-23,2025-07-07,103.21,,000002,万科企业股份有限公司,
,,下修类公告,,,128135,洽洽转债,,b11e9aab9d71c284,,1,3、转股价格：人民币55.93元/股,,,,55.93,,,2026-02-11,,,,002557,洽洽食品,连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%
,,下修类公告,,,127098,欧晶转债,,b2cd60cf1289adb2,,1,自2026年4月2日至2026年4月16日，公司股票已有十个交易日的收盘价低于当期转股价格的85%，预计将有可能触发转股价格向下修正条件。若触发转股价格修正条件，公司将于触发条件当日召开董事会审议决定是否修正转股价格，并及时履行信息披露义务。,,,,42.0,,,2026-04-16,,,,001269,欧晶科技,连续30个交易日中有15个交易日收盘价低于转股价的85%
,被动调整,下修类公告,,,127056,中特转债,,b35a2600f1da904a,,5,2026年5月7日,,,,22.23,,,2026-05-07,,,,000708,中信特钢,连续30个交易日中有15个交易日收盘价低于转股价的80%
,,强赎类公告,,,127026,超声转债,,b365d7e796a15c55,,1,可转债赎回价格：101.04元/张（含息税）,2026-06-15,,,,,,2026-05-29,2026-06-12,101.04,连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,000823,超声电子,
,,下修类公告,,,113625,江山转债,,b3a233fd3c8d8801,,1,自2026年5月11日至2026年5月22日期间，江山欧派门业股份有限公司（以下简称“公司”）股票已满足在任意连续二十个交易日中至少有十个交易日的收盘价低于当期转股价格即19.84元/股的90%（即17.86元/股），已触发“江山转债”转股价格的向下修正条款。,,,,19.84,,,2026-05-25,,,,603208,江山欧派,连续二十个交易日中至少有十个交易日的收盘价低于当期转股价格的90%（即17.86元/股）
,主动下修,下修类公告,,,128127,文科转债,,b46e01258f554af3,,1,自2026年3月23日至2026年4月24日，广东文科绿色科技股份有限公司股票已出现任意连续30个交易日中至少有15个交易日的收盘价低于当期转股价格的90%（即3.98元/股）的情形，已触发“文科转债”转股价格的向下修正条款。,,,,4.42,,,2026-04-27,,,,002775,文科股份,连续30个交易日中至少有15个交易日的收盘价低于当期转股价格的90%
,,强赎类公告,,,149975,22万科05,,b484913fccab5638,,1,"证券代码： 000002、299903、149975          证券简称：万科 A、万科 H代、 22万科 05
公告编号： 〈万〉 2025-087
...公司决定行使 “22万科 05”赎回选择权，对赎回登记日登记在册的 “22万科 05”全部赎回。",,,,,,,2025-06-10,,,,000002,万科A,
,,强赎类公告,,,127026,超声转债,,b4b51164a1784d0d,,1,"可转债赎回日：2026年6月15日
可转债赎回价格：101.04元/张（含息税）
可转债赎回资金到账日：2026年6月23日
可转债停止交易日：2026年6月10日
可转债停止转股日：2026年6月15日
可转债赎回条件满足日：2026年5月22日
可转债赎回登记日：2026年6月12日",2026-06-15,,,,1.04,,2026-05-25,2026-06-12,101.04,连续30个交易日中至少有15个交易日的收盘价格不低于当期转股价格的130%（含130%）,000823,超声电子,
,,强赎类公告,,,111013,新港转债,2026-06-02,b4d7e98a8531615b,,1,赎回登记日：2026年6月1日；赎回价格：100.3534元/张；最后交易日：2026年5月27日；最后转股日：2026年6月1日；摘牌日期：2026年6月2日,2026-06-01,,,,,,2026-05-22,2026-06-01,100.3534,在本次发行的可转换公司债券转股期内，如果公司A股股票连续30个交易日中至少有15个交易日的收盘价格不低于当期转股价格的130%（含本数）,605162,新中港,
,,强赎类公告,,,123054,思特转债,,b5616ba1cc2a07ac,,1,2026年5月25日为“思特转债”最后一个交易日，当日“思特转债”简称为“Z特转债”。2026年5月25日收市后“思特转债”将停止交易。,2026-05-28,,,,,,2026-05-21,2026-05-28,102.9,在本次发行的可转换公司债券转股期内，如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,300608,思特奇,
,,强赎类公告,,,148099,22万科 07,2025-10-31,b61e6de5aad164e9,,1,中国，深圳，2025年9月25日,,,,,,,2025-09-25,2025-10-30,103.45,根据《万科企业股份有限公司2022年面向专业投资者公开发行公司债券（第四期）募集说明书》有关条款约定，公司将于本期债券第3个计息年度付息日前的第20个交易日，在指定的信息披露媒体上发布关于是否行使赎回选择权的公告。若决定行使赎回权利，本期债券将被视为第3年全部到期，发行人将以票面面值加最后一期利息向投资者赎回全部本期债券。,000002,万科企业股份有限公司,
,,下修类公告,,,127056,中特转债,,b63499f6f8c5d702,,6,2026年4月20日至2026年5月6日，公司已有10个交易日的收盘价低于“中特转债”当期转股价格22.23元/股的80%（即17.78元/股）的情形，可能触发转股价格向下修正条件。,,,,22.23,,2026-04-20,2026-05-07,,,,000708,中信特钢,当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的80%时
,,强赎类公告,,,149529,申万宏源证券有限公司公开发行2021年永续次级债券（第一期）,2026-06-24,b64b03f59ea26703,,1,"债券代码：149529
债券简称：21申证Y1
赎回登记日：2026年6月23日
赎回资金到账日：2026年6月24日
赎回价格：人民币104.10元/张（含当期利息，且当期利息含税）
债券赎回比例：100%
摘牌日：2026年6月24日",,,,,,,,2026-06-23,104.1,公司可于第5个计息年度付息日按面值加应付利息（包括所有递延支付的利息及其孳息）赎回本期债券,,申万宏源证券有限公司,
,,下修类公告,,,111001,山玻转债,,b717c39179a67bf1,2026-04-01,4,"2026年3月31日,“山玻转债”触发《募集说明书》中规定的转股价格向下修正条款。...决定不向下修正“山玻转债”转股价格。",,,,11.18,,,2026-04-01,,,,605006,山东玻纤,当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时
,主动下修,下修类公告,,,128108,蓝帆转债,,b8790526046a2552,,1,截至2026年2月9日，蓝帆医疗股份有限公司（以下简称“公司”）股票已有10个交易日的收盘价低于当期转股价格的85%，预计触发“蓝帆转债”转股价格向下修正条件。若触发条件，公司将于触发条件当日召开董事会审议决定是否修正转股价格，并及时履行信息披露义务。,,,,8.5,,,2026-02-10,,,,002382,蓝帆医疗,连续30个交易日中有15个交易日收盘价低于转股价的85%
,,下修类公告,,,113059,福莱转债,,b92ae662724d62cf,,4,二零二六年三月二十一日,,,,41.71,,,2026-03-21,,,,601865,福莱特,连续30个交易日中至少有15个交易日的收盘价低于当期转股价格90%（37.54元/股）
,,强赎类公告,,,123236,家联转债,2026-05-28,b98d06e1e1251eb7,,8,重要内容提示：1、可转债最后转股日：2026年5月27日...2026年5月27日收市后，未实施转股的“家联转债”将停止转股，剩余“家联转债”将按照100.344元/张的价格被强制赎回。,2026-05-28,,,,,,2026-05-25,2026-05-27,100.344,自2025年4月7日至2025年4月29日，宁波家联科技股份有限公司（以下简称“公司”）股票已满足任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（19.93元/股）,301193,家联科技,
,主动下修,下修类公告,,,123157,科蓝转债,,b9efa2cfd68a7a88,,4,2026年4月7日,,,,16.01,,,2026-04-07,,,,300663,科蓝软件,在本次可转债存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案并提交公司股东会表决，该方案须经出席会议的股东所持表决权的三分之二以上通过方可实施。
,,强赎类公告,,,148097,22越控 04,2025-10-24,bbd43833bea71a32,,1,债券代码： 148097。 债券简称： 22越控 04。 赎回登记日 ：2025年10月23日。 赎回价格：人民币 102.65元/张（含当期利息，且当期利息含税） 。,,,,,2.65,,2025-09-10,2025-10-23,102.65,,,广州越秀资本控股集团股份有限公司,
,,强赎类公告,,,149358,21万科02,,bbef0a03fa2c25ad,,4,特此公告。万科企业股份有限公司董事会二〇二五年十二月五日,,,,,,,2025-12-05,,,,000002,万科A,
,主动下修,下修类公告,,,123065,宝莱转债,,bc5c28a0a2ea7a6d,,5,根据《募集说明书》，公司本次发行的可转换公司债券转股价格向下修正条款如下：1、修正权限与修正幅度 在本次发行的可转换公司债券存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的90%时，公司董事会有权提出转股价格向下修正方案并提交公司股东会表决。,,,,23.8,,,2026-05-26,,,,300246,宝莱特,当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的90%时
,主动下修,下修类公告,,,128127,文科转债,,bce1e304e63e54c4,,3,自2026年3月23日至2026年4月17日，公司股票已有10个交易日的收盘价低于当期转股价格4.42元/股的90%，即3.98元/股的情形，预计触发转股价格向下修正条件。,,,,4.42,,,2026-04-18,,,,002775,文科股份,当公司股票在任意连续30个交易日中至少有15个交易日的收盘价低于当期转股价格的90%时
,,下修类公告,,,127044,蒙娜转债,,0652e5fe91444bad,,,截至本公告披露日，“蒙娜转债”转股价格为19.84元/股。在本可转债存续期间，当本公司股票在任意连续30个交易日中有15个交易日的收盘价不高于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案,,,,19.84,,,,,,,002918,蒙娜丽莎,在任意连续30个交易日中有15个交易日的收盘价不高于当期转股价格的85%
,,强赎类公告,,,118018,瑞科转债,,07a2238b875c94a8,,,因公司股票出现连续三十个交易日中有十五个交易日的收盘价低于当期转股价格的85%（即26.27元/股）的情形，已触发“瑞科转债”转股价格向下修正条款，公司将“瑞科转债”的转股价格由30.91元/股向下修正为21.00元/股。具体内容详见公司于2026年4月11日在上交所网站（www.sse.com.cn）披露的《深圳瑞华泰薄膜科技股份有限公司关于向下修正“瑞科转债”转股价格暨转股停牌的公告》(公告编号：2026-015)。,,21.0,,30.91,,,2026-05-21,,,,688323,瑞华泰,"在本次发行的可转换公司债券转股期内，如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%（含130%），或本次发行的可转换公司债券未转股余额不足人民币3,000万元时，公司有权按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券。"
,,下修类公告,,,113638,台21转债,,07a2ebc35d19b691,,,截至2026年5月19日，公司股票在任意连续三十个交易日中有十五个交易日的收盘价格低于“台21转债”当期转股价格的85%，已触发转股价格向下修正条款。转股价格由16.44元/股调整为16.19元/股。决定本次不向下修正转股价格。,,,,16.19,,,2026-05-20,,,,603055,台华新材,在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%
,,下修类公告,,,128119,龙大转债,,0a2395356b5f8dfc,,,公司董事会决定将不向下修正“龙大转债”转股价格的期限由“2026年4月2日至2026年5月1日”调整为“2026年4月2日至2026年4月16日”。根据《山东龙大肉食品股份有限公司公开发行可转换公司债券募集说明书》的约定，在本次发行的可转债存续期间，当公司A股股票在任意连续二十个交易日中有十个交易日的收盘价低于当期转股价格的90%时，公司董事会有权提出转股价格向下修正方案并提交公司股东大会审议表决。,,,,,,,2026-04-16,,,,002726,山东龙大美食股份有限公司,在本次发行的可转债存续期间，当公司A股股票在任意连续二十个交易日中有十个交易日的收盘价低于当期转股价格的90%时，公司董事会有权提出转股价格向下修正方案并提交公司股东大会审议表决。
,,下修类公告,,,128121,宏川转债,,0cd9653ab29f51cd,,,转股价格：人民币14.00元/股；自2025年12月30日至2026年1月14日，公司股票已有10个交易日的收盘价低于当期转股价格的90%，预计可能触发转股价格向下修正条件。,,,,14.0,,,,,,,002930,宏川智慧,
,,强赎类公告,,,128141,旺能转债,,14239d4b8644a768,,,自2026年3月12日至2026年4月23日，公司股票已满足连续三十个交易日中至少有十五个交易日的收盘价格不低于“旺能转债”当期转股价格（13.98元/股）的130%（即18.17元/股）。可转债赎回价格：100.844元/张（含息税）。,,,,,,,,,100.844元/张（含息税）,,002034,旺能环境,在本次发行的可转债转股期内，如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）
,,强赎类公告,,,149975,22万科05,,16d0f080bf28ce50,,,根据公司实际情况及当前的市场环境，公司决定行使“22万科05”赎回选择权，对赎回登记日登记在册的“22万科05”全部赎回。赎回价格：人民币103.21元/张（含当期应计利息且当期利息含税）。,,,,,,,,,103.21,,000002,万科A,发行人将于本期债券第3个计息年度付息日前的第20个交易日发布是否行使赎回选择权的公告，若决定行使赎回权利，本期债券将被视为第3年全部到期，发行人将以票面面值加最后一期利息向投资者赎回全部本期债券。
,,强赎类公告,,,148097,22越控04,,16da57e92a58c682,,,公司决定放弃行使发行人调整票面利率选择权，并行使本期债券的发行人赎回选择权，对赎回登记日登记在册的“22越控04”进行全额赎回。赎回价格：人民币102.65元/张（含当期利息，且当期利息含税）。,,,,,,,,,102.65元/张,,,,根据《广州越秀金融控股集团股份有限公司2022年面向专业投资者公开发行公司债券（第三期）募集说明书》中有关“22越控04”票面利率调整选择权和赎回选择权的条款约定
,,强赎类公告,,,111005,富春转债,,170933f0114c4d7d,,,赎回价格：101.3973元/张；公司股票自2026年4月9日至2026年4月29日连续三十个交易日内有十五个交易日收盘价格高于（或不低于）‘富春转债’当期转股价格11.98元/股的130%（即15.574元/股），已满足‘富春转债’的赎回条件。,,,,,,,,,101.3973元/张,,605189,富春染织,在本次发行的可转债转股期内，如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）
,,下修类公告,,,128121,宏川转债,,1784370caa1d1c8f,,,自2025年11月21日至12月4日，广东宏川智慧物流股份有限公司（以下简称“公司”）股票已有10个交易日的收盘价低于当期转股价格的90%，预计可能触发转股价格向下修正条件。转股价格：人民币18.56元/股,,,,18.56,,,,,,,002930,宏川智慧,
,,强赎类公告,,,149297,20万科08,,1806046251a5cd1e,,,根据公司实际情况及当前的市场环境，公司决定行使“20万科08”赎回选择权，对赎回登记日登记在册的“20万科08”全部赎回。,,,,,,,2025-09-24,,,,000002,万科A,发行人将于本期债券第5个计息年度付息日前的第30个交易日，通过中国证监会指定的上市公司信息披露媒体发布关于是否行使赎回选择权的公告。若发行人决定行使赎回选择权，本期债券将被视为第5年全部到期，发行人将以票面面值加最后一期利息向投资者赎回全部本期债券。
,,强赎类公告,,,127090,兴瑞转债,,18dfeabc425b0c96,,,赎回价格为100.717元/张（含税）。自2026年4月24日至2026年5月22日，公司股票已满足连续三十个交易日中至少有十五个交易日的收盘价格不低于“兴瑞转债”当期转股价格（25.50元/股）的130%（即33.15元/股）。根据《募集说明书》中有条件赎回条款的相关规定，已触发“兴瑞转债”的有条件赎回条款。,,,,,,,,,100.717,,002937,兴瑞科技,在本次发行的可转债转股期内，如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）
,,强赎类公告,,,148099,22万科07,,1a28f8c8047ba797,2025-10-31,,赎回价格：人民币103.45元/张（含当期利息，且当期利息含税）。赎回登记日：2025年10月30日。赎回资金到账日：2025年10月31日。摘牌日: 2025年10月31日。,,,,,,,,,103.45,,000002,万科A,发行人赎回选择权：发行人将于本期债券第3个计息年度付息日前的第20个交易日发布关于是否行使赎回选择权的公告，若决定行使赎回权利，本期债券将被视为第3年全部到期，发行人将以票面面值加最后一期利息向投资者赎回全部本期债券。
,,下修类公告,,,127061,美锦转债,,1a9bbbb03d106959,,,截至2026年5月18日，公司股票已触发“美锦转债”转股价格向下修正条款。公司董事会决定本次不行使“美锦转债”的转股价格向下修正的权利。,,,,5.26,,,2026-05-18,,,,000723,美锦能源,在本次发行的可转换公司债券存续期间，当公司A股股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案并提交公司股东大会表决。
,,下修类公告,,,123196,正元转02,,1b1ec95247279c81,,,2026年4月16日至2026年5月11日，正元智慧集团股份有限公司...股票已满足连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格21.93元/股的85%（即18.6405元/股），触发“正元转02”转股价格向下修正条款。董事会决定本次不向下修正“正元转02”转股价格。,,,,21.93,,,,,,,300645,正元智慧,连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%
,,强赎类公告,,,127066,科利转债,,2082752b75f5e19c,,,证券代码：002850 证券简称：科达利 公告编号：2026-038 债券代码：127066 债券简称：科利转债；可转债赎回价格：101.405元/张（含当期应计利息，当期年利率为1.5%，且当期利息含税）；自2026年4月16日至2026年5月18日，深圳市科达利实业股份有限公司（以下简称“公司”）股票已满足连续三十个交易日中至少有十五个交易日的收盘价格不低于“科利转债”当期转股价格的130%（即193.31元/股）。,,,,,,,,,101.405元/张,,002850,科达利,连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%
,,下修类公告,,,127062,垒知转债,,20d3fbd0f0896e18,,,截至2026年4月9日，公司股票在连续30个交易日中已有15个交易日（2026年3月19日至2026年4月9日）的收盘价低于当期转股价格的85%，已触发转股价格向下修正条件。经公司第七届董事会第十一次会议审议通过，公司董事会决定本次不向下修正“垒知转债”转股价格。垒知转债转股价格调整为7.60元/股，调整后的转股价格自2024年6月17日起生效。,,,,7.6,,,2026-04-09,,,,002398,垒知集团,连续30个交易日中至少有15个交易日的收盘价低于当期转股价格的85%
,,下修类公告,,,128124,科华转债,,20de6cd6cdb1073d,,,根据《募集说明书》的规定，在本次发行的可转债存续期间，当公司股票在任意连续20个交易日中至少有10个交易日的收盘价低于当期转股价格的90%时，公司董事会有权提出转股价格向下修正方案并提交公司股东会表决。自2026年2月23日至2026年3月2日，公司股票已有5个交易日的收盘价低于当期转股价格的90%，预计将有可能触发转股价格向下修正条件。,,,,20.64,,,,,,,002022,科华生物,当公司股票在任意连续20个交易日中至少有10个交易日的收盘价低于当期转股价格的90%时
,,下修类公告,,,123175,百畅转债,,2122629dadd2e3fc,,,截至本公告披露日，“百畅转债”转股价格为20.40元/股。自2025年12月03日至2025年12月16日，公司股票已有10个交易日的收盘价低于当期转股价格20.40元/股的85%（即17.34元/股）的情形。若后续公司股票收盘价格继续低于当期转股价格的85%，预计将触发“百畅转债”转股价格向下修正条件。,,,,20.4,,,2025-12-16,,,,300614,百川畅银,在任意连续30个交易日中至少有15个交易日的收盘价低于当期转股价格的85%
,,下修类公告,,,128134,鸿路转债,,2136778ed959ba89,2026-02-26,,修正前转股价格：人民币32.08元/股；修正后转股价格：人民币21.99元/股；修正后转股价格生效日期：2026年2月26日；截至2026年2月3日，公司股票在连续30个交易日中已有15个交易日的收盘价低于当期转股价格的85%，已触发“鸿路转债”转股价格向下修正条件。,,21.99,,32.08,,,2026-02-26,,,,002541,鸿路钢构,在本次发行的可转债存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案并提交公司股东会审议表决。
,,强赎类公告,,,148064,22越控02,,214fecd298e31b75,,,公司决定放弃行使发行人调整票面利率选择权，并行使本期债券的发行人赎回选择权，对赎回登记日登记在册的“22越控02”进行全额赎回。赎回价格：人民币102.67元/张（含当期利息，且当期利息含税）。,,,,,,,,,102.67元/张,,,越秀资本,发行人赎回选择权：发行人有权决定在本期债券品种一存续期的第3年末赎回本期债券品种一全部或部分未偿份额。
,,强赎类公告,,,123126,瑞丰转债,,21c308373e7ca242,,,自2026年4月15日至2026年5月8日，山东瑞丰高分子材料股份有限公司股票已满足任何连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%（15.14元/股），根据公司《创业板向不特定对象发行可转换公司债券募集说明书》中有条件赎回条款的相关约定，已触发“瑞丰转债”有条件赎回条款。赎回价格为102.532元/张（债券面值加当期应计利息，当期年利率为3.5%，且当期利息含税）。,,,,,,,,,102.532,,300243,瑞丰高材,在转股期内，如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%
,,下修类公告,,,123168,惠云转债,,2412577bf67e93b8,,,转股价格：10.74元/股；当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案；2025年11月21日至2025年12月15日，公司股票已有10个交易日的收盘价格低于当期转股价格的85%（即9.129元/股）。,,,,10.74,,,,,,,300891,惠云钛业,在本可转债存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格的85%时
,,下修类公告,,,127046,百润转债,,24da937382cfec5b,,,●转股价格：46.68元/股；当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案；关于“百润转债”预计触发转股价格向下修正条件的提示性公告,,,,46.68,,,,,,,002568,百润股份,在本次发行的可转换公司债券存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时
,,下修类公告,,,113648,巨星转债,,24ddac7e3cd3f1f9,,,调整后的转股价格自2026年5月7日起生效。当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格80%时，公司董事会有权提出转股价格向下修正方案。,,,,24.86,,,2026-05-20,,,,603477,巨星农牧,在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的80%
,,下修类公告,,,123144,裕兴转债,,25277fb974543b2a,,,自2026年4月14日至2026年5月7日，公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%，已触发“裕兴转债”转股价格向下修正条款。董事会决定本次不向下修正“裕兴转债”转股价格。,,8.5,,8.5,,,2026-05-07,,,,300305,江苏裕兴薄膜科技股份有限公司,在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%
,,下修类公告,,,123144,裕兴转债,,25ea1085dc5b83f6,,,证券代码：300305 证券简称：裕兴股份；债券代码：123144 债券简称：裕兴转债；关于裕兴转债预计触发转股价格向下修正条件的提示性公告；在本次发行的可转债存续期间，当公司A股股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案；截至本公告披露日，“裕兴转债”的最新转股价格为12.49元/股。,,,,12.49,,,,,,,300305,裕兴股份,在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%
,,下修类公告,,,128108,蓝帆转债,,2697f0a03406ac08,2026-03-17,,证券代码：002382 证券简称：蓝帆医疗 债券代码：128108 债券简称：蓝帆转债；修正前转股价格：8.50元/股；修正后转股价格：7.95元/股；修正后转股价格生效日期：2026年3月17日。,,7.95,,8.50,,,,,,,002382,蓝帆医疗,
,,下修类公告,,,127056,中特转债,,27a55bebad3fa903,,,因公司实施2025年半年度权益分派，“中特转债”的转股价格由22.43元/股调整为22.23元/股，调整后的转股价格于2025年10月15日起生效。截至2026年3月17日，公司股票已出现任意连续30个交易日中至少15个交易日的收盘价低于当期转股价格80%的情形，已触发“中特转债”转股价格的向下修正条款。经公司第十届董事会第二十五次会议审议通过，公司董事会决定本次不向下修正“中特转债”的转股价格。,,,,22.23,,,2026-03-17,,,,000708,中信特钢,任意连续30个交易日中至少15个交易日的收盘价低于当期转股价格的80%
,,强赎类公告,,,148064,22越控02,,284cc82cb1f5e8a3,,,根据公司实际情况及当前的市场环境，公司决定放弃行使发行人调整票面利率选择权，并行使本期债券的发行人赎回选择权，对赎回登记日登记在册的“22越控02”进行全额赎回。,,,,,,,,,,,,广州越秀资本控股集团股份有限公司,发行人有权决定在本期债券品种一存续期的第3年末赎回本期债券全部或部分未偿份额
,,强赎类公告,,,127090,兴瑞转债,,289504be28d5313f,,,自2026年4月24日至2026年5月22日，公司股票已满足连续三十个交易日中至少有十五个交易日的收盘价格不低于“兴瑞转债”当期转股价格（25.50元/股）的130%（即33.15元/股）。根据《募集说明书》中有条件赎回条款的相关规定，已触发“兴瑞转债”的有条件赎回条款。赎回价格为100.717元/张（含税）。,,,,,,,,,100.717元/张（含息税）,,002937,兴瑞科技,在本次发行的可转债转股期内，如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）
,,强赎类公告,,,148093,22光控01,,29ecbbd2e6c6e156,,,根据《武汉光谷金融控股集团有限公司2022年面向专业投资者公开发行创新创业公司债券（数字经济） （第一期）募集说明书》中有关“22光控01”票面利率调整选择权和赎回选择权的条款约定，以及公司实际情况、当前市场环境，公司决定放弃行使发行人调整票面利率选择权， 并行使本期债券的发行人赎回选择权，对赎回登记日登记在册的“22光控01”进行全额赎回。赎回价格：人民币103.43元/张（含当期利息，且当期利息含税）。,,,,,,,,,103.43,,,,发行人有权决定在本期债券存续期的第3年末赎回本期债券全部或部分未偿份额
,,强赎类公告,,,149529,21申证Y1,,2b11e3755567ac1b,,,赎回价格：人民币104.10元/张（含当期利息，且当期利息含税）,,,,,,,,,104.10元/张,,,,于本期债券第5个和其后每个付息日，发行人有权按面值加应付利息（包括所有递延支付的利息及其孳息）赎回本期债券
,,下修类公告,,,123142,申昊转债,,2b67bff6fcaa2b31,,,证券代码：300853 证券简称：申昊科技；债券代码：123142 债券简称：申昊转债；关于预计触发转股价格向下修正条件的提示性公告；截至本公告披露日，“申昊转债”的最新有效转股价格为33.71元/股；自2025年11月27日至2025年12月10日，公司股票已有10个交易日的收盘价低于当期转股价格33.71元/股的85%，即28.65元/股的情形；在本次可转债存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案并提交公司股东大会表决。,,,,33.71,,,,,,,300853,申昊科技,在本次可转债存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案并提交公司股东大会表决。
,,下修类公告,,,123175,百畅转债,,2b6ba00efed4fbe6,,,截至本公告披露日，“百畅转债”转股价格为20.40元/股。自2026年03月24日至2026年04月07日，公司股票已有10个交易日的收盘价低于当期转股价格20.40元/股的85%（即17.34元/股）的情形。若后续公司股票收盘价格继续低于当期转股价格的85%，预计将触发“百畅转债”转股价格向下修正条件。,,,,20.40,,,2026-04-07,,,,300614,百川畅银,在本次发行的可转换公司债券存续期间，当公司股票在任意连续30个交易日中至少有15个交易日的收盘价低于当期转股价格的85%时，公司董事会有权提出转股价格向下修正方案并提交公司股东大会表决。
,,强赎类公告,,,123236,家联转债,,2b7f2eb459e1507a,,,自2026年3月30日至2026年4月20日，宁波家联科技股份有限公司股票已满足任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（19.93元/股），根据《宁波家联科技股份有限公司向不特定对象发行可转换公司债券募集说明书》中有条件赎回条款的相关约定，已触发了“家联转债”的有条件赎回条款。可转债赎回价格：100.344元/张（债券面值加当期应计利息，当期年利率为0.80%，且当期利息含税）。,,,,,,,,,100.344,,301193,家联科技,任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%
,,强赎类公告,,,149358,21万科02,,2c519d1bbce9f41d,,,根据公司实际情况及当前的市场环境，公司决定放弃行使“21万科02”发行人赎回选择权。,,,,,,,2025-12-05,,,,000002,万科A,发行人有权决定在品种二存续期的第5年末行使品种二赎回选择权
